Year,Period,Geo_Level,State_ANSI,Commodity_ID,Value
2023,JAN,STATE,39,7,"902,700,000"
2023,JAN,STATE,40,7,"50,600,000"
2023,JAN,STATE,41,7,"56,500,000"
2023,JAN,STATE,,7,"767,700,000"
2023,JAN,STATE,42,7,"663,200,000"
2023,JAN,STATE,45,7,"92,000,000"
2023,JAN,STATE,46,7,"27,600,000"
2023,JAN,STATE,48,7,"553,800,000"
2023,JAN,STATE,49,7,"155,000,000"
2023,JAN,STATE,51,7,"65,300,000"
2023,JAN,STATE,53,7,"151,700,000"
2023,JAN,STATE,55,7,"150,500,000"
2023,MAR,STATE,1,7,"229,600,000"
2023,MAR,STATE,5,7,"328,500,000"
2023,MAR,STATE,6,7,"278,300,000"
2023,MAR,STATE,8,7,"46,600,000"
2023,MAR,STATE,13,7,"456,900,000"
2023,MAR,STATE,17,7,"167,400,000"
2023,MAR,STATE,18,7,"929,900,000"
2023,MAR,STATE,19,7,"1,159,000,000"
2023,MAR,STATE,21,7,"128,100,000"
2023,MAR,STATE,24,7,"56,600,000"
2023,MAR,STATE,26,7,"435,000,000"
2023,MAR,STATE,27,7,"198,800,000"
2023,MAR,STATE,28,7,"119,800,000"
2023,MAR,STATE,29,7,"339,800,000"
2023,MAR,STATE,31,7,"173,900,000"
2023,MAR,STATE,36,7,"148,600,000"
2023,MAR,STATE,37,7,"355,000,000"
2023,MAR,STATE,39,7,"967,400,000"
2023,MAR,STATE,40,7,"45,500,000"
2023,MAR,STATE,41,7,"58,200,000"
2023,MAR,STATE,,7,"763,300,000"
2023,MAR,STATE,42,7,"653,600,000"
2023,MAR,STATE,45,7,"85,700,000"
2023,MAR,STATE,46,7,"28,700,000"
2023,MAR,STATE,48,7,"540,000,000"
2023,MAR,STATE,49,7,"152,100,000"
2023,MAR,STATE,51,7,"64,500,000"
2023,MAR,STATE,53,7,"148,500,000"
2023,MAR,STATE,55,7,"168,400,000"
2023,MAY,STATE,1,7,"233,000,000"
2023,MAY,STATE,5,7,"329,200,000"
2023,MAY,STATE,6,7,"284,900,000"
2023,MAY,STATE,8,7,"59,600,000"
2023,MAY,STATE,13,7,"443,000,000"
2023,MAY,STATE,17,7,"167,600,000"
2023,MAY,STATE,18,7,"910,300,000"
2023,MAY,STATE,19,7,"1,195,900,000"
2023,MAY,STATE,21,7,"126,200,000"
2023,MAY,STATE,24,7,"58,300,000"
2023,MAY,STATE,26,7,"431,100,000"
2023,MAY,STATE,27,7,"199,100,000"
2023,MAY,STATE,28,7,"117,800,000"
2023,MAY,STATE,29,7,"343,600,000"
2023,MAY,STATE,31,7,"196,000,000"
2023,MAY,STATE,36,7,"148,400,000"
2023,MAY,STATE,37,7,"358,200,000"
2023,MAY,STATE,39,7,"953,600,000"
2023,MAY,STATE,40,7,"47,400,000"
2023,MAY,STATE,41,7,"57,600,000"
2023,MAY,STATE,,7,"775,700,000"
2023,MAY,STATE,42,7,"684,000,000"
2023,MAY,STATE,45,7,"84,700,000"
2023,MAY,STATE,46,7,"37,800,000"
2023,MAY,STATE,48,7,"543,700,000"
2023,MAY,STATE,49,7,"151,800,000"
2023,MAY,STATE,51,7,"66,200,000"
2023,MAY,STATE,53,7,"142,600,000"
2023,MAY,STATE,55,7,"218,200,000"
2022,APR,STATE,1,7,"217,000,000"
2022,APR,STATE,5,7,"352,500,000"
2022,APR,STATE,6,7,"309,300,000"
2022,APR,STATE,8,7,"126,300,000"
2022,APR,STATE,13,7,"436,100,000"
2022,APR,STATE,17,7,"157,400,000"
2022,APR,STATE,18,7,"889,800,000"
2022,APR,STATE,19,7,"852,600,000"
2022,APR,STATE,21,7,"118,300,000"
2022,APR,STATE,24,7,"32,000,000"
2022,APR,STATE,26,7,"422,100,000"
2022,APR,STATE,27,7,"217,600,000"
2022,APR,STATE,28,7,"119,900,000"
2022,APR,STATE,29,7,"336,200,000"
2022,APR,STATE,31,7,"178,300,000"
2022,APR,STATE,36,7,"147,400,000"
2022,APR,STATE,37,7,"339,200,000"
2022,APR,STATE,39,7,"964,700,000"
2022,APR,STATE,40,7,"45,900,000"
2022,APR,STATE,41,7,"54,200,000"
2022,APR,STATE,,7,"718,400,000"
2022,APR,STATE,42,7,"675,600,000"
2022,APR,STATE,45,7,"79,200,000"
2022,APR,STATE,46,7,"49,600,000"
2022,APR,STATE,48,7,"553,100,000"
2022,APR,STATE,49,7,"150,700,000"
2022,APR,STATE,51,7,"62,000,000"
2022,APR,STATE,53,7,"167,900,000"
2022,APR,STATE,55,7,"121,300,000"
2022,AUG,STATE,1,7,"224,800,000"
2022,AUG,STATE,5,7,"331,300,000"
2022,AUG,STATE,6,7,"336,900,000"
2022,AUG,STATE,8,7,"55,500,000"
2022,AUG,STATE,13,7,"441,200,000"
2022,AUG,STATE,17,7,"156,900,000"
2022,AUG,STATE,18,7,"929,800,000"
2022,AUG,STATE,19,7,"976,200,000"
2022,AUG,STATE,21,7,"124,000,000"
2022,AUG,STATE,24,7,"52,200,000"
2022,AUG,STATE,26,7,"431,600,000"
2022,AUG,STATE,27,7,"225,300,000"
2022,AUG,STATE,28,7,"122,600,000"
2022,AUG,STATE,29,7,"343,000,000"
2022,AUG,STATE,31,7,"145,500,000"
2022,AUG,STATE,36,7,"150,900,000"
2022,AUG,STATE,37,7,"353,100,000"
2022,AUG,STATE,39,7,"1,026,900,000"
2022,AUG,STATE,40,7,"49,200,000"
2022,AUG,STATE,41,7,"52,600,000"
2022,AUG,STATE,,7,"743,700,000"
2022,AUG,STATE,42,7,"662,900,000"
2022,AUG,STATE,45,7,"89,100,000"
2022,AUG,STATE,46,7,"48,200,000"
2022,AUG,STATE,48,7,"557,300,000"
2022,AUG,STATE,49,7,"137,500,000"
2022,AUG,STATE,51,7,"65,900,000"
2022,AUG,STATE,53,7,"174,700,000"
2022,AUG,STATE,55,7,"149,600,000"
2022,DEC,STATE,1,7,"216,000,000"
2022,DEC,STATE,5,7,"339,400,000"
2022,DEC,STATE,6,7,"297,400,000"
2022,DEC,STATE,8,7,"51,200,000"
2022,DEC,STATE,13,7,"450,000,000"
2022,DEC,STATE,17,7,"163,800,000"
2022,DEC,STATE,18,7,"939,200,000"
2022,DEC,STATE,19,7,"1,045,800,000"
2022,DEC,STATE,21,7,"127,000,000"
2022,DEC,STATE,24,7,"60,000,000"
2022,DEC,STATE,26,7,"429,500,000"
2022,DEC,STATE,27,7,"218,000,000"
2022,DEC,STATE,28,7,"122,600,000"
2022,DEC,STATE,29,7,"353,800,000"
2022,DEC,STATE,31,7,"161,100,000"
2022,DEC,STATE,36,7,"151,600,000"
2022,DEC,STATE,37,7,"346,100,000"
2022,DEC,STATE,39,7,"907,600,000"
2022,DEC,STATE,40,7,"50,800,000"
2022,DEC,STATE,41,7,"54,100,000"
2022,DEC,STATE,,7,"770,400,000"
2022,DEC,STATE,42,7,"674,700,000"
2022,DEC,STATE,45,7,"87,900,000"
2022,DEC,STATE,46,7,"35,900,000"
2022,DEC,STATE,48,7,"567,100,000"
2022,DEC,STATE,49,7,"153,700,000"
2022,DEC,STATE,51,7,"63,700,000"
2022,DEC,STATE,53,7,"163,200,000"
2022,DEC,STATE,55,7,"147,300,000"
2022,FEB,STATE,1,7,"191,300,000"
2022,FEB,STATE,5,7,"350,100,000"
2022,FEB,STATE,6,7,"289,400,000"
2022,FEB,STATE,8,7,"113,600,000"
2022,FEB,STATE,13,7,"391,100,000"
2022,FEB,STATE,17,7,"132,900,000"
2022,FEB,STATE,18,7,"807,100,000"
2022,FEB,STATE,19,7,"1,081,600,000"
2022,FEB,STATE,21,7,"119,000,000"
2022,FEB,STATE,24,7,"53,400,000"
2022,FEB,STATE,26,7,"386,200,000"
2022,FEB,STATE,27,7,"205,900,000"
2022,FEB,STATE,28,7,"109,900,000"
2022,FEB,STATE,29,7,"312,800,000"
2022,FEB,STATE,31,7,"192,600,000"
2022,FEB,STATE,36,7,"132,900,000"
2022,FEB,STATE,37,7,"308,700,000"
2022,FEB,STATE,39,7,"887,500,000"
2022,FEB,STATE,40,7,"44,000,000"
2022,FEB,STATE,41,7,"48,500,000"
2022,FEB,STATE,,7,"667,000,000"
2022,FEB,STATE,42,7,"713,000,000"
2022,FEB,STATE,45,7,"72,200,000"
2022,FEB,STATE,46,7,"46,400,000"
2022,FEB,STATE,48,7,"511,200,000"
2022,FEB,STATE,49,7,"145,700,000"
2022,FEB,STATE,51,7,"54,300,000"
2022,FEB,STATE,53,7,"152,600,000"
2022,FEB,STATE,55,7,"163,400,000"
2022,JAN,STATE,1,7,"209,900,000"
2022,JAN,STATE,5,7,"375,500,000"
2022,JAN,STATE,6,7,"317,500,000"
2022,JAN,STATE,8,7,"128,300,000"
2022,JAN,STATE,13,7,"430,300,000"
2022,JAN,STATE,17,7,"156,600,000"
2022,JAN,STATE,18,7,"878,800,000"
2022,JAN,STATE,19,7,"1,241,200,000"
2022,JAN,STATE,21,7,"128,200,000"
2022,JAN,STATE,24,7,"58,200,000"
2022,JAN,STATE,26,7,"414,200,000"
2022,JAN,STATE,27,7,"224,400,000"
2022,JAN,STATE,28,7,"120,300,000"
2022,JAN,STATE,29,7,"341,500,000"
2022,JAN,STATE,31,7,"210,400,000"
2022,JAN,STATE,36,7,"146,600,000"
2022,JAN,STATE,37,7,"343,900,000"
2022,JAN,STATE,39,7,"988,100,000"
2022,JAN,STATE,40,7,"48,700,000"
2022,JAN,STATE,41,7,"54,000,000"
2022,JAN,STATE,,7,"764,100,000"
2022,JAN,STATE,42,7,"803,600,000"
2022,JAN,STATE,45,7,"86,000,000"
2022,JAN,STATE,46,7,"51,900,000"
2022,JAN,STATE,48,7,"574,600,000"
2022,JAN,STATE,49,7,"162,500,000"
2022,JAN,STATE,51,7,"61,900,000"
2022,JAN,STATE,53,7,"175,700,000"
2022,JAN,STATE,55,7,"180,100,000"
2022,JUL,STATE,1,7,"226,300,000"
2022,JUL,STATE,5,7,"336,100,000"
2022,JUL,STATE,6,7,"342,200,000"
2022,JUL,STATE,8,7,"55,000,000"
2022,JUL,STATE,13,7,"439,900,000"
2022,JUL,STATE,17,7,"158,800,000"
2022,JUL,STATE,18,7,"925,800,000"
2022,JUL,STATE,19,7,"919,300,000"
2022,JUL,STATE,21,7,"127,300,000"
2022,JUL,STATE,24,7,"47,100,000"
2022,JUL,STATE,26,7,"438,200,000"
2022,JUL,STATE,27,7,"226,300,000"
2022,JUL,STATE,28,7,"125,300,000"
2022,JUL,STATE,29,7,"350,900,000"
2022,JUL,STATE,31,7,"128,200,000"
2022,JUL,STATE,36,7,"149,900,000"
2022,JUL,STATE,37,7,"346,900,000"
2022,JUL,STATE,39,7,"1,001,600,000"
2022,JUL,STATE,40,7,"51,000,000"
2022,JUL,STATE,41,7,"51,700,000"
2022,JUL,STATE,,7,"747,100,000"
2022,JUL,STATE,42,7,"659,500,000"
2022,JUL,STATE,45,7,"85,300,000"
2022,JUL,STATE,46,7,"46,500,000"
2022,JUL,STATE,48,7,"551,500,000"
2022,JUL,STATE,49,7,"134,200,000"
2022,JUL,STATE,51,7,"63,900,000"
2022,JUL,STATE,53,7,"174,800,000"
2022,JUL,STATE,55,7,"145,300,000"
2022,JUN,STATE,1,7,"224,600,000"
2022,JUN,STATE,5,7,"326,100,000"
2022,JUN,STATE,6,7,"318,500,000"
2022,JUN,STATE,8,7,"71,400,000"
2022,JUN,STATE,13,7,"428,700,000"
2022,JUN,STATE,17,7,"154,800,000"
2022,JUN,STATE,18,7,"898,900,000"
2022,JUN,STATE,19,7,"865,100,000"
2022,JUN,STATE,21,7,"121,400,000"
2022,JUN,STATE,24,7,"40,400,000"
2022,JUN,STATE,26,7,"428,100,000"
2022,JUN,STATE,27,7,"216,100,000"
2022,JUN,STATE,28,7,"120,000,000"
2022,JUN,STATE,29,7,"337,100,000"
2022,JUN,STATE,31,7,"109,300,000"
2022,JUN,STATE,36,7,"145,900,000"
2022,JUN,STATE,37,7,"332,800,000"
2022,JUN,STATE,39,7,"973,200,000"
2022,JUN,STATE,40,7,"46,400,000"
2022,JUN,STATE,41,7,"49,600,000"
2022,JUN,STATE,,7,"712,500,000"
2022,JUN,STATE,42,7,"625,400,000"
2022,JUN,STATE,45,7,"79,900,000"
2022,JUN,STATE,46,7,"47,600,000"
2022,JUN,STATE,48,7,"529,300,000"
2022,JUN,STATE,49,7,"128,400,000"
2022,JUN,STATE,51,7,"62,600,000"
2022,JUN,STATE,53,7,"168,700,000"
2022,JUN,STATE,55,7,"134,100,000"
2022,MAR,STATE,1,7,"218,000,000"
2022,MAR,STATE,5,7,"379,500,000"
2022,MAR,STATE,6,7,"319,400,000"
2022,MAR,STATE,8,7,"124,600,000"
2022,MAR,STATE,13,7,"445,100,000"
2022,MAR,STATE,17,7,"152,100,000"
2022,MAR,STATE,18,7,"908,700,000"
2022,MAR,STATE,19,7,"1,043,800,000"
2022,MAR,STATE,21,7,"130,600,000"
2022,MAR,STATE,24,7,"46,500,000"
2022,MAR,STATE,26,7,"439,700,000"
2022,MAR,STATE,27,7,"224,700,000"
2022,MAR,STATE,28,7,"124,300,000"
2022,MAR,STATE,29,7,"348,800,000"
2022,MAR,STATE,31,7,"213,400,000"
2022,MAR,STATE,36,7,"152,200,000"
2022,MAR,STATE,37,7,"347,200,000"
2022,MAR,STATE,39,7,"995,800,000"
2022,MAR,STATE,40,7,"47,200,000"
2022,MAR,STATE,41,7,"55,900,000"
2022,MAR,STATE,,7,"733,200,000"
2022,MAR,STATE,42,7,"771,200,000"
2022,MAR,STATE,45,7,"77,600,000"
2022,MAR,STATE,46,7,"51,100,000"
2022,MAR,STATE,48,7,"568,700,000"
2022,MAR,STATE,49,7,"168,100,000"
2022,MAR,STATE,51,7,"59,600,000"
2022,MAR,STATE,53,7,"172,700,000"
2022,MAR,STATE,55,7,"151,300,000"
2022,MARKETING YEAR,STATE,1,7,"2,611,100,000"
2022,MARKETING YEAR,STATE,5,7,"4,151,100,000"
2022,MARKETING YEAR,STATE,6,7,"3,822,600,000"
2022,MARKETING YEAR,STATE,8,7,"1,046,100,000"
2022,MARKETING YEAR,STATE,13,7,"5,202,500,000"
2022,MARKETING YEAR,STATE,17,7,"1,860,200,000"
2022,MARKETING YEAR,STATE,18,7,"10,799,000,000"
2022,MARKETING YEAR,STATE,19,7,"12,197,600,000"
2022,MARKETING YEAR,STATE,21,7,"1,477,300,000"
2022,MARKETING YEAR,STATE,22,7,"501,500,000"
2022,MARKETING YEAR,STATE,24,7,"599,100,000"
2022,MARKETING YEAR,STATE,25,7,"47,300,000"
2022,MARKETING YEAR,STATE,26,7,"5,062,200,000"
2022,MARKETING YEAR,STATE,27,7,"2,626,900,000"
2022,MARKETING YEAR,STATE,28,7,"1,451,300,000"
2022,MARKETING YEAR,STATE,29,7,"4,103,000,000"
2022,MARKETING YEAR,STATE,30,7,"389,000,000"
2022,MARKETING YEAR,STATE,31,7,"1,990,000,000"
2022,MARKETING YEAR,STATE,36,7,"1,768,400,000"
2022,MARKETING YEAR,STATE,37,7,"4,066,500,000"
2022,MARKETING YEAR,STATE,39,7,"11,773,400,000"
2022,MARKETING YEAR,STATE,40,7,"570,600,000"
2022,MARKETING YEAR,STATE,41,7,"628,000,000"
2022,MARKETING YEAR,STATE,,7,"7,150,300,000"
2022,MARKETING YEAR,STATE,42,7,"8,339,900,000"
2022,MARKETING YEAR,STATE,45,7,"990,900,000"
2022,MARKETING YEAR,STATE,46,7,"592,500,000"
2022,MARKETING YEAR,STATE,47,7,"366,000,000"
2022,MARKETING YEAR,STATE,48,7,"6,621,800,000"
2022,MARKETING YEAR,STATE,49,7,"1,752,600,000"
2022,MARKETING YEAR,STATE,50,7,"55,500,000"
2022,MARKETING YEAR,STATE,51,7,"743,000,000"
2022,MARKETING YEAR,STATE,53,7,"2,052,600,000"
2022,MARKETING YEAR,STATE,54,7,"306,300,000"
2022,MARKETING YEAR,STATE,55,7,"1,798,000,000"
2022,MAY,STATE,1,7,"231,700,000"
2022,MAY,STATE,5,7,"348,800,000"
2022,MAY,STATE,6,7,"317,400,000"
2022,MAY,STATE,8,7,"110,900,000"
2022,MAY,STATE,13,7,"450,100,000"
2022,MAY,STATE,17,7,"162,300,000"
2022,MAY,STATE,18,7,"931,800,000"
2022,MAY,STATE,19,7,"885,300,000"
2022,MAY,STATE,21,7,"120,900,000"
2022,MAY,STATE,24,7,"36,400,000"
2022,MAY,STATE,26,7,"433,900,000"
2022,MAY,STATE,27,7,"222,700,000"
2022,MAY,STATE,28,7,"124,200,000"
2022,MAY,STATE,29,7,"347,000,000"
2022,MAY,STATE,31,7,"128,800,000"
2022,MAY,STATE,36,7,"152,300,000"
2022,MAY,STATE,37,7,"346,400,000"
2022,MAY,STATE,39,7,"994,400,000"
2022,MAY,STATE,40,7,"47,200,000"
2022,MAY,STATE,41,7,"53,900,000"
2022,MAY,STATE,,7,"735,200,000"
2022,MAY,STATE,42,7,"636,400,000"
2022,MAY,STATE,45,7,"86,000,000"
2022,MAY,STATE,46,7,"51,800,000"
2022,MAY,STATE,48,7,"560,800,000"
2022,MAY,STATE,49,7,"135,900,000"
2022,MAY,STATE,51,7,"67,100,000"
2022,MAY,STATE,53,7,"175,000,000"
2022,MAY,STATE,55,7,"132,900,000"
2022,NOV,STATE,1,7,"210,700,000"
2022,NOV,STATE,5,7,"326,100,000"
2022,NOV,STATE,6,7,"307,100,000"
2022,NOV,STATE,8,7,"49,100,000"
2022,NOV,STATE,13,7,"432,800,000"
2022,NOV,STATE,17,7,"156,600,000"
2022,NOV,STATE,18,7,"904,900,000"
2022,NOV,STATE,19,7,"1,018,400,000"
2022,NOV,STATE,21,7,"121,700,000"
2022,NOV,STATE,24,7,"58,500,000"
2022,NOV,STATE,26,7,"417,800,000"
2022,NOV,STATE,27,7,"213,900,000"
2022,NOV,STATE,28,7,"123,200,000"
2022,NOV,STATE,29,7,"348,800,000"
2022,NOV,STATE,31,7,"164,600,000"
2022,NOV,STATE,36,7,"146,900,000"
2022,NOV,STATE,37,7,"327,300,000"
2022,NOV,STATE,39,7,"923,200,000"
2022,NOV,STATE,40,7,"46,500,000"
2022,NOV,STATE,41,7,"49,800,000"
2022,NOV,STATE,,7,"747,100,000"
2022,NOV,STATE,42,7,"657,700,000"
2022,NOV,STATE,45,7,"81,500,000"
2022,NOV,STATE,46,7,"47,200,000"
2022,NOV,STATE,48,7,"550,500,000"
2022,NOV,STATE,49,7,"145,300,000"
2022,NOV,STATE,51,7,"59,600,000"
2022,NOV,STATE,53,7,"166,700,000"
2022,NOV,STATE,55,7,"143,700,000"
2022,OCT,STATE,1,7,"222,600,000"
2022,OCT,STATE,5,7,"334,500,000"
2022,OCT,STATE,6,7,"321,200,000"
2022,OCT,STATE,8,7,"41,100,000"
2022,OCT,STATE,13,7,"443,200,000"
2022,OCT,STATE,17,7,"158,700,000"
2022,OCT,STATE,18,7,"933,900,000"
2022,OCT,STATE,19,7,"1,038,700,000"
2022,OCT,STATE,21,7,"122,600,000"
2022,OCT,STATE,24,7,"60,200,000"
2022,OCT,STATE,26,7,"429,800,000"
2022,OCT,STATE,27,7,"221,800,000"
2022,OCT,STATE,28,7,"124,100,000"
2022,OCT,STATE,29,7,"362,500,000"
2022,OCT,STATE,31,7,"161,600,000"
2022,OCT,STATE,36,7,"149,300,000"
2022,OCT,STATE,37,7,"339,100,000"
2022,OCT,STATE,39,7,"1,014,300,000"
2022,OCT,STATE,40,7,"48,000,000"
2022,OCT,STATE,41,7,"51,200,000"
2022,OCT,STATE,,7,"759,400,000"
2022,OCT,STATE,42,7,"672,300,000"
2022,OCT,STATE,45,7,"83,000,000"
2022,OCT,STATE,46,7,"50,800,000"
2022,OCT,STATE,48,7,"552,900,000"
2022,OCT,STATE,49,7,"143,500,000"
2022,OCT,STATE,51,7,"62,000,000"
2022,OCT,STATE,53,7,"173,800,000"
2022,OCT,STATE,55,7,"148,400,000"
2022,SEP,STATE,1,7,"219,500,000"
2022,SEP,STATE,5,7,"321,000,000"
2022,SEP,STATE,6,7,"321,100,000"
2022,SEP,STATE,8,7,"45,600,000"
2022,SEP,STATE,13,7,"423,200,000"
2022,SEP,STATE,17,7,"152,500,000"
2022,SEP,STATE,18,7,"899,500,000"
2022,SEP,STATE,19,7,"977,500,000"
2022,SEP,STATE,21,7,"116,300,000"
2022,SEP,STATE,24,7,"55,200,000"
2022,SEP,STATE,26,7,"417,300,000"
2022,SEP,STATE,27,7,"216,200,000"
2022,SEP,STATE,28,7,"117,000,000"
2022,SEP,STATE,29,7,"336,200,000"
2022,SEP,STATE,31,7,"152,800,000"
2022,SEP,STATE,36,7,"144,300,000"
2022,SEP,STATE,37,7,"336,800,000"
2022,SEP,STATE,39,7,"1,016,300,000"
2022,SEP,STATE,40,7,"46,600,000"
2022,SEP,STATE,41,7,"50,400,000"
2022,SEP,STATE,,7,"720,000,000"
2022,SEP,STATE,42,7,"644,500,000"
2022,SEP,STATE,45,7,"82,500,000"
2022,SEP,STATE,46,7,"48,800,000"
2022,SEP,STATE,48,7,"526,600,000"
2022,SEP,STATE,49,7,"134,300,000"
2022,SEP,STATE,51,7,"62,800,000"
2022,SEP,STATE,53,7,"169,800,000"
2022,SEP,STATE,55,7,"144,300,000"
2021,APR,STATE,1,7,"195,700,000"
2021,APR,STATE,5,7,"361,500,000"
2021,APR,STATE,6,7,"326,200,000"
2021,APR,STATE,8,7,"128,300,000"
2021,APR,STATE,13,7,"421,900,000"
2021,APR,STATE,17,7,"164,400,000"
2021,APR,STATE,18,7,"869,900,000"
2021,APR,STATE,19,7,"1,236,400,000"
2021,APR,STATE,21,7,"126,900,000"
2021,APR,STATE,24,7,"62,200,000"
2021,APR,STATE,26,7,"368,800,000"
2021,APR,STATE,27,7,"200,300,000"
2021,APR,STATE,28,7,"117,200,000"
2021,APR,STATE,29,7,"328,600,000"
2021,APR,STATE,31,7,"196,300,000"
2021,APR,STATE,36,7,"142,700,000"
2021,APR,STATE,37,7,"345,300,000"
2021,APR,STATE,39,7,"919,700,000"
2021,APR,STATE,40,7,"46,700,000"
2021,APR,STATE,41,7,"52,000,000"
2021,APR,STATE,,7,"698,400,000"
2021,APR,STATE,42,7,"649,100,000"
2021,APR,STATE,45,7,"78,200,000"
2021,APR,STATE,46,7,"58,200,000"
2021,APR,STATE,48,7,"526,200,000"
2021,APR,STATE,49,7,"141,800,000"
2021,APR,STATE,51,7,"60,900,000"
2021,APR,STATE,53,7,"169,800,000"
2021,APR,STATE,55,7,"181,900,000"
2021,AUG,STATE,1,7,"204,700,000"
2021,AUG,STATE,5,7,"353,700,000"
2021,AUG,STATE,6,7,"347,700,000"
2021,AUG,STATE,8,7,"125,400,000"
2021,AUG,STATE,13,7,"415,300,000"
2021,AUG,STATE,17,7,"166,300,000"
2021,AUG,STATE,18,7,"906,200,000"
2021,AUG,STATE,19,7,"1,275,900,000"
2021,AUG,STATE,21,7,"120,600,000"
2021,AUG,STATE,24,7,"62,300,000"
2021,AUG,STATE,26,7,"378,900,000"
2021,AUG,STATE,27,7,"208,400,000"
2021,AUG,STATE,28,7,"115,500,000"
2021,AUG,STATE,29,7,"336,700,000"
2021,AUG,STATE,31,7,"204,600,000"
2021,AUG,STATE,36,7,"148,500,000"
2021,AUG,STATE,37,7,"338,400,000"
2021,AUG,STATE,39,7,"927,000,000"
2021,AUG,STATE,40,7,"46,700,000"
2021,AUG,STATE,41,7,"53,000,000"
2021,AUG,STATE,,7,"722,100,000"
2021,AUG,STATE,42,7,"682,400,000"
2021,AUG,STATE,45,7,"75,000,000"
2021,AUG,STATE,46,7,"51,600,000"
2021,AUG,STATE,48,7,"530,800,000"
2021,AUG,STATE,49,7,"151,400,000"
2021,AUG,STATE,51,7,"56,000,000"
2021,AUG,STATE,53,7,"167,700,000"
2021,AUG,STATE,55,7,"171,000,000"
2021,DEC,STATE,1,7,"214,700,000"
2021,DEC,STATE,5,7,"369,600,000"
2021,DEC,STATE,6,7,"322,600,000"
2021,DEC,STATE,8,7,"124,700,000"
2021,DEC,STATE,13,7,"440,800,000"
2021,DEC,STATE,17,7,"160,600,000"
2021,DEC,STATE,18,7,"890,000,000"
2021,DEC,STATE,19,7,"1,297,900,000"
2021,DEC,STATE,21,7,"127,000,000"
2021,DEC,STATE,24,7,"59,000,000"
2021,DEC,STATE,26,7,"403,300,000"
2021,DEC,STATE,27,7,"212,000,000"
