Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2023,FEB,STATE,26,5,TOTAL,"929,000,000"
2023,FEB,STATE,27,5,TOTAL,"817,000,000"
2023,FEB,STATE,35,5,TOTAL,"547,000,000"
2023,FEB,STATE,36,5,TOTAL,"1,229,000,000"
2023,FEB,STATE,39,5,TOTAL,"436,000,000"
2023,FEB,STATE,41,5,TOTAL,"201,000,000"
2023,FEB,STATE,42,5,TOTAL,"781,000,000"
2023,FEB,STATE,46,5,TOTAL,"331,000,000"
2023,FEB,STATE,48,5,TOTAL,"1,326,000,000"
2023,FEB,STATE,49,5,TOTAL,"163,000,000"
2023,FEB,STATE,50,5,TOTAL,"196,000,000"
2023,FEB,STATE,51,5,TOTAL,"112,000,000"
2023,FEB,STATE,53,5,TOTAL,"479,000,000"
2023,FEB,STATE,55,5,TOTAL,"2,457,000,000"
2023,JAN,STATE,4,5,TOTAL,"410,000,000"
2023,JAN,STATE,6,5,TOTAL,"3,534,000,000"
2023,JAN,STATE,8,5,TOTAL,"441,000,000"
2023,JAN,STATE,12,5,TOTAL,"159,000,000"
2023,JAN,STATE,13,5,TOTAL,"183,000,000"
2023,JAN,STATE,16,5,TOTAL,"1,408,000,000"
2023,JAN,STATE,17,5,TOTAL,"146,000,000"
2023,JAN,STATE,18,5,TOTAL,"382,000,000"
2023,JAN,STATE,19,5,TOTAL,"503,000,000"
2023,JAN,STATE,20,5,TOTAL,"357,000,000"
2023,JAN,STATE,26,5,TOTAL,"1,016,000,000"
2023,JAN,STATE,27,5,TOTAL,"899,000,000"
2023,JAN,STATE,35,5,TOTAL,"608,000,000"
2023,JAN,STATE,36,5,TOTAL,"1,345,000,000"
2023,JAN,STATE,39,5,TOTAL,"473,000,000"
2023,JAN,STATE,41,5,TOTAL,"218,000,000"
2023,JAN,STATE,42,5,TOTAL,"848,000,000"
2023,JAN,STATE,46,5,TOTAL,"360,000,000"
2023,JAN,STATE,48,5,TOTAL,"1,450,000,000"
2023,JAN,STATE,49,5,TOTAL,"178,000,000"
2023,JAN,STATE,50,5,TOTAL,"218,000,000"
2023,JAN,STATE,51,5,TOTAL,"121,000,000"
2023,JAN,STATE,53,5,TOTAL,"518,000,000"
2023,JAN,STATE,55,5,TOTAL,"2,699,000,000"
2023,MAR,STATE,4,5,TOTAL,"440,000,000"
2023,MAR,STATE,6,5,TOTAL,"3,642,000,000"
2023,MAR,STATE,8,5,TOTAL,"453,000,000"
2023,MAR,STATE,12,5,TOTAL,"175,000,000"
2023,MAR,STATE,13,5,TOTAL,"188,000,000"
2023,MAR,STATE,16,5,TOTAL,"1,445,000,000"
2023,MAR,STATE,17,5,TOTAL,"152,000,000"
2023,MAR,STATE,18,5,TOTAL,"393,000,000"
2023,MAR,STATE,19,5,TOTAL,"511,000,000"
2023,MAR,STATE,20,5,TOTAL,"372,000,000"
2023,MAR,STATE,26,5,TOTAL,"1,035,000,000"
2023,MAR,STATE,27,5,TOTAL,"903,000,000"
2023,MAR,STATE,35,5,TOTAL,"624,000,000"
2023,MAR,STATE,36,5,TOTAL,"1,367,000,000"
2023,MAR,STATE,39,5,TOTAL,"490,000,000"
2023,MAR,STATE,41,5,TOTAL,"229,000,000"
2023,MAR,STATE,42,5,TOTAL,"871,000,000"
2023,MAR,STATE,46,5,TOTAL,"367,000,000"
2023,MAR,STATE,48,5,TOTAL,"1,505,000,000"
2023,MAR,STATE,49,5,TOTAL,"180,000,000"
2023,MAR,STATE,50,5,TOTAL,"219,000,000"
2023,MAR,STATE,51,5,TOTAL,"125,000,000"
2023,MAR,STATE,53,5,TOTAL,"541,000,000"
2023,MAR,STATE,55,5,TOTAL,"2,735,000,000"
2023,MAY,STATE,4,5,TOTAL,"427,000,000"
2023,MAY,STATE,6,5,TOTAL,"3,644,000,000"
2023,MAY,STATE,8,5,TOTAL,"458,000,000"
2023,MAY,STATE,12,5,TOTAL,"168,000,000"
2023,MAY,STATE,13,5,TOTAL,"178,000,000"
2023,MAY,STATE,16,5,TOTAL,"1,481,000,000"
2023,MAY,STATE,17,5,TOTAL,"153,000,000"
2023,MAY,STATE,18,5,TOTAL,"391,000,000"
2023,MAY,STATE,19,5,TOTAL,"510,000,000"
2023,MAY,STATE,20,5,TOTAL,"373,000,000"
2023,MAY,STATE,26,5,TOTAL,"1,037,000,000"
2023,MAY,STATE,27,5,TOTAL,"917,000,000"
2023,MAY,STATE,35,5,TOTAL,"608,000,000"
2023,MAY,STATE,36,5,TOTAL,"1,392,000,000"
2023,MAY,STATE,39,5,TOTAL,"490,000,000"
2023,MAY,STATE,41,5,TOTAL,"228,000,000"
2023,MAY,STATE,42,5,TOTAL,"878,000,000"
2023,MAY,STATE,46,5,TOTAL,"375,000,000"
2023,MAY,STATE,48,5,TOTAL,"1,445,000,000"
2023,MAY,STATE,49,5,TOTAL,"189,000,000"
2023,MAY,STATE,50,5,TOTAL,"223,000,000"
2023,MAY,STATE,51,5,TOTAL,"124,000,000"
2023,MAY,STATE,53,5,TOTAL,"543,000,000"
2023,MAY,STATE,55,5,TOTAL,"2,785,000,000"
2022,APR,STATE,4,5,TOTAL,"433,000,000"
2022,APR,STATE,6,5,TOTAL,"3,614,000,000"
2022,APR,STATE,8,5,TOTAL,"441,000,000"
2022,APR,STATE,12,5,TOTAL,"175,000,000"
2022,APR,STATE,13,5,TOTAL,"176,000,000"
2022,APR,STATE,16,5,TOTAL,"1,378,000,000"
2022,APR,STATE,17,5,TOTAL,"150,000,000"
2022,APR,STATE,18,5,TOTAL,"374,000,000"
2022,APR,STATE,19,5,TOTAL,"477,000,000"
2022,APR,STATE,20,5,TOTAL,"343,000,000"
2022,APR,STATE,26,5,TOTAL,"978,000,000"
2022,APR,STATE,27,5,TOTAL,"861,000,000"
2022,APR,STATE,35,5,TOTAL,"621,000,000"
2022,APR,STATE,36,5,TOTAL,"1,305,000,000"
2022,APR,STATE,39,5,TOTAL,"462,000,000"
2022,APR,STATE,41,5,TOTAL,"226,000,000"
2022,APR,STATE,42,5,TOTAL,"855,000,000"
2022,APR,STATE,46,5,TOTAL,"336,000,000"
2022,APR,STATE,48,5,TOTAL,"1,395,000,000"
2022,APR,STATE,49,5,TOTAL,"183,000,000"
2022,APR,STATE,50,5,TOTAL,"215,000,000"
2022,APR,STATE,51,5,TOTAL,"126,000,000"
2022,APR,STATE,53,5,TOTAL,"526,000,000"
2022,APR,STATE,55,5,TOTAL,"2,641,000,000"
2022,AUG,STATE,4,5,TOTAL,"361,000,000"
2022,AUG,STATE,6,5,TOTAL,"3,463,000,000"
2022,AUG,STATE,8,5,TOTAL,"456,000,000"
2022,AUG,STATE,12,5,TOTAL,"147,000,000"
2022,AUG,STATE,13,5,TOTAL,"163,000,000"
2022,AUG,STATE,16,5,TOTAL,"1,449,000,000"
2022,AUG,STATE,17,5,TOTAL,"138,000,000"
2022,AUG,STATE,18,5,TOTAL,"363,000,000"
2022,AUG,STATE,19,5,TOTAL,"493,000,000"
2022,AUG,STATE,20,5,TOTAL,"348,000,000"
2022,AUG,STATE,26,5,TOTAL,"993,000,000"
2022,AUG,STATE,27,5,TOTAL,"899,000,000"
2022,AUG,STATE,35,5,TOTAL,"588,000,000"
2022,AUG,STATE,36,5,TOTAL,"1,329,000,000"
2022,AUG,STATE,39,5,TOTAL,"465,000,000"
2022,AUG,STATE,41,5,TOTAL,"220,000,000"
2022,AUG,STATE,42,5,TOTAL,"821,000,000"
2022,AUG,STATE,46,5,TOTAL,"368,000,000"
2022,AUG,STATE,48,5,TOTAL,"1,385,000,000"
2022,AUG,STATE,49,5,TOTAL,"186,000,000"
2022,AUG,STATE,50,5,TOTAL,"214,000,000"
2022,AUG,STATE,51,5,TOTAL,"116,000,000"
2022,AUG,STATE,53,5,TOTAL,"519,000,000"
2022,AUG,STATE,55,5,TOTAL,"2,728,000,000"
2022,DEC,STATE,4,5,TOTAL,"407,000,000"
2022,DEC,STATE,6,5,TOTAL,"3,482,000,000"
2022,DEC,STATE,8,5,TOTAL,"443,000,000"
2022,DEC,STATE,12,5,TOTAL,"157,000,000"
2022,DEC,STATE,13,5,TOTAL,"175,000,000"
2022,DEC,STATE,16,5,TOTAL,"1,378,000,000"
2022,DEC,STATE,17,5,TOTAL,"142,000,000"
2022,DEC,STATE,18,5,TOTAL,"374,000,000"
2022,DEC,STATE,19,5,TOTAL,"494,000,000"
2022,DEC,STATE,20,5,TOTAL,"352,000,000"
2022,DEC,STATE,26,5,TOTAL,"996,000,000"
2022,DEC,STATE,27,5,TOTAL,"883,000,000"
2022,DEC,STATE,35,5,TOTAL,"575,000,000"
2022,DEC,STATE,36,5,TOTAL,"1,317,000,000"
2022,DEC,STATE,39,5,TOTAL,"466,000,000"
2022,DEC,STATE,41,5,TOTAL,"212,000,000"
2022,DEC,STATE,42,5,TOTAL,"828,000,000"
2022,DEC,STATE,46,5,TOTAL,"355,000,000"
2022,DEC,STATE,48,5,TOTAL,"1,388,000,000"
2022,DEC,STATE,49,5,TOTAL,"177,000,000"
2022,DEC,STATE,50,5,TOTAL,"214,000,000"
2022,DEC,STATE,51,5,TOTAL,"115,000,000"
2022,DEC,STATE,53,5,TOTAL,"502,000,000"
2022,DEC,STATE,55,5,TOTAL,"2,661,000,000"
2022,FEB,STATE,4,5,TOTAL,"394,000,000"
2022,FEB,STATE,6,5,TOTAL,"3,311,000,000"
2022,FEB,STATE,8,5,TOTAL,"402,000,000"
2022,FEB,STATE,12,5,TOTAL,"166,000,000"
2022,FEB,STATE,13,5,TOTAL,"162,000,000"
2022,FEB,STATE,16,5,TOTAL,"1,242,000,000"
2022,FEB,STATE,17,5,TOTAL,"138,000,000"
2022,FEB,STATE,18,5,TOTAL,"342,000,000"
2022,FEB,STATE,19,5,TOTAL,"432,000,000"
2022,FEB,STATE,20,5,TOTAL,"315,000,000"
2022,FEB,STATE,26,5,TOTAL,"899,000,000"
2022,FEB,STATE,27,5,TOTAL,"804,000,000"
2022,FEB,STATE,35,5,TOTAL,"571,000,000"
2022,FEB,STATE,36,5,TOTAL,"1,187,000,000"
2022,FEB,STATE,39,5,TOTAL,"427,000,000"
2022,FEB,STATE,41,5,TOTAL,"206,000,000"
2022,FEB,STATE,42,5,TOTAL,"782,000,000"
2022,FEB,STATE,46,5,TOTAL,"306,000,000"
2022,FEB,STATE,48,5,TOTAL,"1,257,000,000"
2022,FEB,STATE,49,5,TOTAL,"166,000,000"
2022,FEB,STATE,50,5,TOTAL,"198,000,000"
2022,FEB,STATE,51,5,TOTAL,"115,000,000"
2022,FEB,STATE,53,5,TOTAL,"490,000,000"
2022,FEB,STATE,55,5,TOTAL,"2,438,000,000"
2022,JAN,STATE,4,5,TOTAL,"410,000,000"
2022,JAN,STATE,6,5,TOTAL,"3,535,000,000"
2022,JAN,STATE,8,5,TOTAL,"445,000,000"
2022,JAN,STATE,12,5,TOTAL,"185,000,000"
2022,JAN,STATE,13,5,TOTAL,"174,000,000"
2022,JAN,STATE,16,5,TOTAL,"1,366,000,000"
2022,JAN,STATE,17,5,TOTAL,"149,000,000"
2022,JAN,STATE,18,5,TOTAL,"375,000,000"
2022,JAN,STATE,19,5,TOTAL,"471,000,000"
2022,JAN,STATE,20,5,TOTAL,"346,000,000"
2022,JAN,STATE,26,5,TOTAL,"983,000,000"
2022,JAN,STATE,27,5,TOTAL,"882,000,000"
2022,JAN,STATE,35,5,TOTAL,"634,000,000"
2022,JAN,STATE,36,5,TOTAL,"1,296,000,000"
2022,JAN,STATE,39,5,TOTAL,"463,000,000"
2022,JAN,STATE,41,5,TOTAL,"219,000,000"
2022,JAN,STATE,42,5,TOTAL,"847,000,000"
2022,JAN,STATE,46,5,TOTAL,"330,000,000"
2022,JAN,STATE,48,5,TOTAL,"1,378,000,000"
2022,JAN,STATE,49,5,TOTAL,"182,000,000"
2022,JAN,STATE,50,5,TOTAL,"216,000,000"
2022,JAN,STATE,51,5,TOTAL,"125,000,000"
2022,JAN,STATE,53,5,TOTAL,"527,000,000"
2022,JAN,STATE,55,5,TOTAL,"2,667,000,000"
2022,JUL,STATE,4,5,TOTAL,"375,000,000"
2022,JUL,STATE,6,5,TOTAL,"3,521,000,000"
2022,JUL,STATE,8,5,TOTAL,"457,000,000"
2022,JUL,STATE,12,5,TOTAL,"154,000,000"
2022,JUL,STATE,13,5,TOTAL,"167,000,000"
2022,JUL,STATE,16,5,TOTAL,"1,462,000,000"
2022,JUL,STATE,17,5,TOTAL,"142,000,000"
2022,JUL,STATE,18,5,TOTAL,"366,000,000"
2022,JUL,STATE,19,5,TOTAL,"491,000,000"
2022,JUL,STATE,20,5,TOTAL,"348,000,000"
2022,JUL,STATE,26,5,TOTAL,"997,000,000"
2022,JUL,STATE,27,5,TOTAL,"901,000,000"
2022,JUL,STATE,35,5,TOTAL,"593,000,000"
2022,JUL,STATE,36,5,TOTAL,"1,336,000,000"
2022,JUL,STATE,39,5,TOTAL,"467,000,000"
2022,JUL,STATE,41,5,TOTAL,"228,000,000"
2022,JUL,STATE,42,5,TOTAL,"836,000,000"
2022,JUL,STATE,46,5,TOTAL,"361,000,000"
2022,JUL,STATE,48,5,TOTAL,"1,381,000,000"
2022,JUL,STATE,49,5,TOTAL,"190,000,000"
2022,JUL,STATE,50,5,TOTAL,"216,000,000"
2022,JUL,STATE,51,5,TOTAL,"117,000,000"
2022,JUL,STATE,53,5,TOTAL,"532,000,000"
2022,JUL,STATE,55,5,TOTAL,"2,735,000,000"
2022,JUN,STATE,4,5,TOTAL,"398,000,000"
2022,JUN,STATE,6,5,TOTAL,"3,470,000,000"
2022,JUN,STATE,8,5,TOTAL,"446,000,000"
2022,JUN,STATE,12,5,TOTAL,"162,000,000"
2022,JUN,STATE,13,5,TOTAL,"166,000,000"
2022,JUN,STATE,16,5,TOTAL,"1,405,000,000"
2022,JUN,STATE,17,5,TOTAL,"143,000,000"
2022,JUN,STATE,18,5,TOTAL,"370,000,000"
2022,JUN,STATE,19,5,TOTAL,"480,000,000"
2022,JUN,STATE,20,5,TOTAL,"343,000,000"
2022,JUN,STATE,26,5,TOTAL,"974,000,000"
2022,JUN,STATE,27,5,TOTAL,"871,000,000"
2022,JUN,STATE,35,5,TOTAL,"592,000,000"
2022,JUN,STATE,36,5,TOTAL,"1,311,000,000"
2022,JUN,STATE,39,5,TOTAL,"458,000,000"
2022,JUN,STATE,41,5,TOTAL,"223,000,000"
2022,JUN,STATE,42,5,TOTAL,"834,000,000"
2022,JUN,STATE,46,5,TOTAL,"347,000,000"
2022,JUN,STATE,48,5,TOTAL,"1,371,000,000"
2022,JUN,STATE,49,5,TOTAL,"186,000,000"
2022,JUN,STATE,50,5,TOTAL,"212,000,000"
2022,JUN,STATE,51,5,TOTAL,"116,000,000"
2022,JUN,STATE,53,5,TOTAL,"525,000,000"
2022,JUN,STATE,55,5,TOTAL,"2,671,000,000"
2022,MAR,STATE,4,5,TOTAL,"452,000,000"
2022,MAR,STATE,6,5,TOTAL,"3,717,000,000"
2022,MAR,STATE,8,5,TOTAL,"453,000,000"
2022,MAR,STATE,12,5,TOTAL,"183,000,000"
2022,MAR,STATE,13,5,TOTAL,"183,000,000"
2022,MAR,STATE,16,5,TOTAL,"1,397,000,000"
2022,MAR,STATE,17,5,TOTAL,"155,000,000"
2022,MAR,STATE,18,5,TOTAL,"386,000,000"
2022,MAR,STATE,19,5,TOTAL,"487,000,000"
2022,MAR,STATE,20,5,TOTAL,"352,000,000"
2022,MAR,STATE,26,5,TOTAL,"1,006,000,000"
2022,MAR,STATE,27,5,TOTAL,"895,000,000"
2022,MAR,STATE,35,5,TOTAL,"653,000,000"
2022,MAR,STATE,36,5,TOTAL,"1,333,000,000"
2022,MAR,STATE,39,5,TOTAL,"480,000,000"
2022,MAR,STATE,41,5,TOTAL,"232,000,000"
2022,MAR,STATE,42,5,TOTAL,"873,000,000"
2022,MAR,STATE,46,5,TOTAL,"344,000,000"
2022,MAR,STATE,48,5,TOTAL,"1,437,000,000"
2022,MAR,STATE,49,5,TOTAL,"185,000,000"
2022,MAR,STATE,50,5,TOTAL,"221,000,000"
2022,MAR,STATE,51,5,TOTAL,"128,000,000"
2022,MAR,STATE,53,5,TOTAL,"551,000,000"
2022,MAR,STATE,55,5,TOTAL,"2,724,000,000"
2022,MAY,STATE,4,5,TOTAL,"433,000,000"
2022,MAY,STATE,6,5,TOTAL,"3,668,000,000"
2022,MAY,STATE,8,5,TOTAL,"460,000,000"
2022,MAY,STATE,12,5,TOTAL,"180,000,000"
2022,MAY,STATE,13,5,TOTAL,"177,000,000"
2022,MAY,STATE,16,5,TOTAL,"1,437,000,000"
2022,MAY,STATE,17,5,TOTAL,"153,000,000"
2022,MAY,STATE,18,5,TOTAL,"385,000,000"
2022,MAY,STATE,19,5,TOTAL,"497,000,000"
2022,MAY,STATE,20,5,TOTAL,"360,000,000"
2022,MAY,STATE,26,5,TOTAL,"1,016,000,000"
2022,MAY,STATE,27,5,TOTAL,"895,000,000"
2022,MAY,STATE,35,5,TOTAL,"632,000,000"
2022,MAY,STATE,36,5,TOTAL,"1,364,000,000"
2022,MAY,STATE,39,5,TOTAL,"482,000,000"
2022,MAY,STATE,41,5,TOTAL,"233,000,000"
2022,MAY,STATE,42,5,TOTAL,"883,000,000"
2022,MAY,STATE,46,5,TOTAL,"353,000,000"
2022,MAY,STATE,48,5,TOTAL,"1,433,000,000"
2022,MAY,STATE,49,5,TOTAL,"191,000,000"
2022,MAY,STATE,50,5,TOTAL,"222,000,000"
2022,MAY,STATE,51,5,TOTAL,"127,000,000"
2022,MAY,STATE,53,5,TOTAL,"540,000,000"
2022,MAY,STATE,55,5,TOTAL,"2,750,000,000"
2022,NOV,STATE,4,5,TOTAL,"383,000,000"
2022,NOV,STATE,6,5,TOTAL,"3,327,000,000"
2022,NOV,STATE,8,5,TOTAL,"427,000,000"
2022,NOV,STATE,12,5,TOTAL,"145,000,000"
2022,NOV,STATE,13,5,TOTAL,"162,000,000"
2022,NOV,STATE,16,5,TOTAL,"1,322,000,000"
2022,NOV,STATE,17,5,TOTAL,"135,000,000"
2022,NOV,STATE,18,5,TOTAL,"357,000,000"
2022,NOV,STATE,19,5,TOTAL,"478,000,000"
2022,NOV,STATE,20,5,TOTAL,"341,000,000"
2022,NOV,STATE,26,5,TOTAL,"957,000,000"
2022,NOV,STATE,27,5,TOTAL,"849,000,000"
2022,NOV,STATE,35,5,TOTAL,"553,000,000"
2022,NOV,STATE,36,5,TOTAL,"1,278,000,000"
2022,NOV,STATE,39,5,TOTAL,"448,000,000"
2022,NOV,STATE,41,5,TOTAL,"205,000,000"
2022,NOV,STATE,42,5,TOTAL,"794,000,000"
2022,NOV,STATE,46,5,TOTAL,"344,000,000"
2022,NOV,STATE,48,5,TOTAL,"1,348,000,000"
2022,NOV,STATE,49,5,TOTAL,"170,000,000"
2022,NOV,STATE,50,5,TOTAL,"207,000,000"
2022,NOV,STATE,51,5,TOTAL,"113,000,000"
2022,NOV,STATE,53,5,TOTAL,"490,000,000"
2022,NOV,STATE,55,5,TOTAL,"2,580,000,000"
2022,OCT,STATE,4,5,TOTAL,"377,000,000"
2022,OCT,STATE,6,5,TOTAL,"3,405,000,000"
2022,OCT,STATE,8,5,TOTAL,"445,000,000"
2022,OCT,STATE,12,5,TOTAL,"146,000,000"
2022,OCT,STATE,13,5,TOTAL,"167,000,000"
2022,OCT,STATE,16,5,TOTAL,"1,403,000,000"
2022,OCT,STATE,17,5,TOTAL,"137,000,000"
2022,OCT,STATE,18,5,TOTAL,"368,000,000"
2022,OCT,STATE,19,5,TOTAL,"494,000,000"
2022,OCT,STATE,20,5,TOTAL,"353,000,000"
2022,OCT,STATE,26,5,TOTAL,"984,000,000"
2022,OCT,STATE,27,5,TOTAL,"879,000,000"
2022,OCT,STATE,35,5,TOTAL,"577,000,000"
2022,OCT,STATE,36,5,TOTAL,"1,320,000,000"
2022,OCT,STATE,39,5,TOTAL,"458,000,000"
2022,OCT,STATE,41,5,TOTAL,"218,000,000"
2022,OCT,STATE,42,5,TOTAL,"810,000,000"
2022,OCT,STATE,46,5,TOTAL,"362,000,000"
2022,OCT,STATE,48,5,TOTAL,"1,408,000,000"
2022,OCT,STATE,49,5,TOTAL,"178,000,000"
2022,OCT,STATE,50,5,TOTAL,"212,000,000"
2022,OCT,STATE,51,5,TOTAL,"115,000,000"
2022,OCT,STATE,53,5,TOTAL,"520,000,000"
2022,OCT,STATE,55,5,TOTAL,"2,669,000,000"
2022,SEP,STATE,4,5,TOTAL,"349,000,000"
2022,SEP,STATE,6,5,TOTAL,"3,274,000,000"
2022,SEP,STATE,8,5,TOTAL,"439,000,000"
2022,SEP,STATE,12,5,TOTAL,"133,000,000"
2022,SEP,STATE,13,5,TOTAL,"156,000,000"
2022,SEP,STATE,16,5,TOTAL,"1,389,000,000"
2022,SEP,STATE,17,5,TOTAL,"132,000,000"
2022,SEP,STATE,18,5,TOTAL,"353,000,000"
2022,SEP,STATE,19,5,TOTAL,"476,000,000"
2022,SEP,STATE,20,5,TOTAL,"342,000,000"
2022,SEP,STATE,26,5,TOTAL,"957,000,000"
2022,SEP,STATE,27,5,TOTAL,"858,000,000"
2022,SEP,STATE,35,5,TOTAL,"559,000,000"
2022,SEP,STATE,36,5,TOTAL,"1,284,000,000"
2022,SEP,STATE,39,5,TOTAL,"443,000,000"
2022,SEP,STATE,41,5,TOTAL,"214,000,000"
2022,SEP,STATE,42,5,TOTAL,"786,000,000"
2022,SEP,STATE,46,5,TOTAL,"355,000,000"
2022,SEP,STATE,48,5,TOTAL,"1,343,000,000"
2022,SEP,STATE,49,5,TOTAL,"175,000,000"
2022,SEP,STATE,50,5,TOTAL,"207,000,000"
2022,SEP,STATE,51,5,TOTAL,"111,000,000"
2022,SEP,STATE,53,5,TOTAL,"517,000,000"
2022,SEP,STATE,55,5,TOTAL,"2,618,000,000"
2022,YEAR,STATE,1,5,TOTAL,"32,000,000"
2022,YEAR,STATE,4,5,TOTAL,"4,772,000,000"
2022,YEAR,STATE,5,5,TOTAL,"45,000,000"
2022,YEAR,STATE,6,5,TOTAL,"41,787,000,000"
2022,YEAR,STATE,8,5,TOTAL,"5,314,000,000"
2022,YEAR,STATE,9,5,TOTAL,"430,000,000"
2022,YEAR,STATE,10,5,TOTAL,"48,100,000"
2022,YEAR,STATE,12,5,TOTAL,"1,933,000,000"
2022,YEAR,STATE,13,5,TOTAL,"2,028,000,000"
2022,YEAR,STATE,16,5,TOTAL,"16,628,000,000"
2022,YEAR,STATE,17,5,TOTAL,"1,714,000,000"
2022,YEAR,STATE,18,5,TOTAL,"4,413,000,000"
2022,YEAR,STATE,19,5,TOTAL,"5,770,000,000"
2022,YEAR,STATE,20,5,TOTAL,"4,143,000,000"
2022,YEAR,STATE,21,5,TOTAL,"926,000,000"
2022,YEAR,STATE,22,5,TOTAL,"112,000,000"
2022,YEAR,STATE,23,5,TOTAL,"554,000,000"
2022,YEAR,STATE,24,5,TOTAL,"842,000,000"
2022,YEAR,STATE,25,5,TOTAL,"188,000,000"
2022,YEAR,STATE,26,5,TOTAL,"11,740,000,000"
2022,YEAR,STATE,27,5,TOTAL,"10,477,000,000"
2022,YEAR,STATE,28,5,TOTAL,"90,000,000"
2022,YEAR,STATE,29,5,TOTAL,"941,000,000"
2022,YEAR,STATE,30,5,TOTAL,"223,000,000"
2022,YEAR,STATE,31,5,TOTAL,"1,416,000,000"
2022,YEAR,STATE,32,5,TOTAL,"794,000,000"
2022,YEAR,STATE,33,5,TOTAL,"219,000,000"
2022,YEAR,STATE,34,5,TOTAL,"87,000,000"
2022,YEAR,STATE,35,5,TOTAL,"7,148,000,000"
2022,YEAR,STATE,36,5,TOTAL,"15,660,000,000"
2022,YEAR,STATE,37,5,TOTAL,"912,000,000"
2022,YEAR,STATE,38,5,TOTAL,"319,000,000"
2022,YEAR,STATE,39,5,TOTAL,"5,519,000,000"
2022,YEAR,STATE,40,5,TOTAL,"715,000,000"
2022,YEAR,STATE,41,5,TOTAL,"2,636,000,000"
2022,YEAR,STATE,,5,TOTAL,"5,000,000"
2022,YEAR,STATE,42,5,TOTAL,"9,949,000,000"
2022,YEAR,STATE,44,5,TOTAL,"10,000,000"
2022,YEAR,STATE,45,5,TOTAL,"161,000,000"
2022,YEAR,STATE,46,5,TOTAL,"4,161,000,000"
2022,YEAR,STATE,47,5,TOTAL,"494,000,000"
2022,YEAR,STATE,48,5,TOTAL,"16,524,000,000"
2022,YEAR,STATE,49,5,TOTAL,"2,169,000,000"
2022,YEAR,STATE,50,5,TOTAL,"2,554,000,000"
2022,YEAR,STATE,51,5,TOTAL,"1,424,000,000"
2022,YEAR,STATE,53,5,TOTAL,"6,239,000,000"
2022,YEAR,STATE,54,5,TOTAL,"75,000,000"
2022,YEAR,STATE,55,5,TOTAL,"31,882,000,000"
2022,YEAR,STATE,56,5,TOTAL,"239,600,000"
2021,APR,STATE,4,5,TOTAL,"439,000,000"
2021,APR,STATE,6,5,TOTAL,"3,644,000,000"
2021,APR,STATE,8,5,TOTAL,"445,000,000"
2021,APR,STATE,12,5,TOTAL,"199,000,000"
2021,APR,STATE,13,5,TOTAL,"157,000,000"
2021,APR,STATE,16,5,TOTAL,"1,375,000,000"
2021,APR,STATE,17,5,TOTAL,"156,000,000"
2021,APR,STATE,18,5,TOTAL,"391,000,000"
2021,APR,STATE,19,5,TOTAL,"465,000,000"
2021,APR,STATE,20,5,TOTAL,"351,000,000"
2021,APR,STATE,26,5,TOTAL,"1,012,000,000"
2021,APR,STATE,27,5,TOTAL,"875,000,000"
2021,APR,STATE,35,5,TOTAL,"713,000,000"
2021,APR,STATE,36,5,TOTAL,"1,315,000,000"
2021,APR,STATE,39,5,TOTAL,"478,000,000"
