Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2022,APR,STATE,39,6,TOTAL,"22,686,000"
2022,APR,STATE,,6,TOTAL,"209,955,000"
2022,APR,STATE,42,6,TOTAL,"38,448,000"
2022,APR,STATE,46,6,TOTAL,"45,528,000"
2022,APR,STATE,50,6,TOTAL,"12,681,000"
2022,APR,STATE,55,6,TOTAL,"295,534,000"
2022,AUG,STATE,6,6,TOTAL,"206,755,000"
2022,AUG,STATE,16,6,TOTAL,"73,689,000"
2022,AUG,STATE,17,6,TOTAL,"5,316,000"
2022,AUG,STATE,19,6,TOTAL,"32,270,000"
2022,AUG,STATE,27,6,TOTAL,"68,053,000"
2022,AUG,STATE,34,6,TOTAL,"5,221,000"
2022,AUG,STATE,35,6,TOTAL,"80,707,000"
2022,AUG,STATE,36,6,TOTAL,"68,943,000"
2022,AUG,STATE,39,6,TOTAL,"20,366,000"
2022,AUG,STATE,,6,TOTAL,"212,889,000"
2022,AUG,STATE,42,6,TOTAL,"35,896,000"
2022,AUG,STATE,46,6,TOTAL,"43,058,000"
2022,AUG,STATE,50,6,TOTAL,"12,133,000"
2022,AUG,STATE,55,6,TOTAL,"291,968,000"
2022,DEC,STATE,6,6,TOTAL,"208,991,000"
2022,DEC,STATE,16,6,TOTAL,"86,478,000"
2022,DEC,STATE,17,6,TOTAL,"5,927,000"
2022,DEC,STATE,19,6,TOTAL,"35,363,000"
2022,DEC,STATE,27,6,TOTAL,"70,252,000"
2022,DEC,STATE,34,6,TOTAL,"5,967,000"
2022,DEC,STATE,35,6,TOTAL,"83,452,000"
2022,DEC,STATE,36,6,TOTAL,"66,828,000"
2022,DEC,STATE,39,6,TOTAL,"23,219,000"
2022,DEC,STATE,,6,TOTAL,"216,752,000"
2022,DEC,STATE,42,6,TOTAL,"39,896,000"
2022,DEC,STATE,46,6,TOTAL,"44,209,000"
2022,DEC,STATE,50,6,TOTAL,"12,909,000"
2022,DEC,STATE,55,6,TOTAL,"298,496,000"
2022,FEB,STATE,6,6,TOTAL,"199,386,000"
2022,FEB,STATE,16,6,TOTAL,"73,069,000"
2022,FEB,STATE,17,6,TOTAL,"5,864,000"
2022,FEB,STATE,19,6,TOTAL,"30,484,000"
2022,FEB,STATE,27,6,TOTAL,"62,930,000"
2022,FEB,STATE,34,6,TOTAL,"4,555,000"
2022,FEB,STATE,35,6,TOTAL,"75,934,000"
2022,FEB,STATE,36,6,TOTAL,"62,892,000"
2022,FEB,STATE,39,6,TOTAL,"20,307,000"
2022,FEB,STATE,,6,TOTAL,"194,327,000"
2022,FEB,STATE,42,6,TOTAL,"35,915,000"
2022,FEB,STATE,46,6,TOTAL,"42,257,000"
2022,FEB,STATE,50,6,TOTAL,"11,427,000"
2022,FEB,STATE,55,6,TOTAL,"272,400,000"
2022,JAN,STATE,6,6,TOTAL,"191,040,000"
2022,JAN,STATE,16,6,TOTAL,"87,483,000"
2022,JAN,STATE,17,6,TOTAL,"6,268,000"
2022,JAN,STATE,19,6,TOTAL,"33,242,000"
2022,JAN,STATE,27,6,TOTAL,"67,796,000"
2022,JAN,STATE,34,6,TOTAL,"5,109,000"
2022,JAN,STATE,35,6,TOTAL,"84,056,000"
2022,JAN,STATE,36,6,TOTAL,"71,222,000"
2022,JAN,STATE,39,6,TOTAL,"22,938,000"
2022,JAN,STATE,41,6,TOTAL,"20,120,000"
2022,JAN,STATE,,6,TOTAL,"215,862,000"
2022,JAN,STATE,42,6,TOTAL,"37,256,000"
2022,JAN,STATE,46,6,TOTAL,"47,154,000"
2022,JAN,STATE,50,6,TOTAL,"12,336,000"
2022,JAN,STATE,55,6,TOTAL,"296,516,000"
2022,JUL,STATE,6,6,TOTAL,"210,742,000"
2022,JUL,STATE,16,6,TOTAL,"85,926,000"
2022,JUL,STATE,17,6,TOTAL,"5,688,000"
2022,JUL,STATE,19,6,TOTAL,"31,510,000"
2022,JUL,STATE,27,6,TOTAL,"67,321,000"
2022,JUL,STATE,34,6,TOTAL,"5,259,000"
2022,JUL,STATE,35,6,TOTAL,"79,163,000"
2022,JUL,STATE,36,6,TOTAL,"68,145,000"
2022,JUL,STATE,39,6,TOTAL,"19,743,000"
2022,JUL,STATE,,6,TOTAL,"218,204,000"
2022,JUL,STATE,42,6,TOTAL,"37,541,000"
2022,JUL,STATE,46,6,TOTAL,"43,834,000"
2022,JUL,STATE,50,6,TOTAL,"12,185,000"
2022,JUL,STATE,55,6,TOTAL,"284,877,000"
2022,JUN,STATE,6,6,TOTAL,"204,646,000"
2022,JUN,STATE,16,6,TOTAL,"84,149,000"
2022,JUN,STATE,17,6,TOTAL,"5,900,000"
2022,JUN,STATE,19,6,TOTAL,"32,197,000"
2022,JUN,STATE,27,6,TOTAL,"66,771,000"
2022,JUN,STATE,34,6,TOTAL,"4,722,000"
2022,JUN,STATE,35,6,TOTAL,"79,427,000"
2022,JUN,STATE,36,6,TOTAL,"67,288,000"
2022,JUN,STATE,39,6,TOTAL,"19,831,000"
2022,JUN,STATE,,6,TOTAL,"209,762,000"
2022,JUN,STATE,42,6,TOTAL,"38,778,000"
2022,JUN,STATE,46,6,TOTAL,"42,916,000"
2022,JUN,STATE,50,6,TOTAL,"12,168,000"
2022,JUN,STATE,55,6,TOTAL,"297,244,000"
2022,MAR,STATE,6,6,TOTAL,"214,341,000"
2022,MAR,STATE,16,6,TOTAL,"89,304,000"
2022,MAR,STATE,17,6,TOTAL,"5,363,000"
2022,MAR,STATE,19,6,TOTAL,"31,502,000"
2022,MAR,STATE,27,6,TOTAL,"69,475,000"
2022,MAR,STATE,34,6,TOTAL,"5,951,000"
2022,MAR,STATE,35,6,TOTAL,"83,302,000"
2022,MAR,STATE,36,6,TOTAL,"79,793,000"
2022,MAR,STATE,39,6,TOTAL,"23,436,000"
2022,MAR,STATE,,6,TOTAL,"216,825,000"
2022,MAR,STATE,42,6,TOTAL,"39,774,000"
2022,MAR,STATE,46,6,TOTAL,"48,032,000"
2022,MAR,STATE,50,6,TOTAL,"12,728,000"
2022,MAR,STATE,55,6,TOTAL,"311,348,000"
2022,MAY,STATE,6,6,TOTAL,"213,552,000"
2022,MAY,STATE,16,6,TOTAL,"76,745,000"
2022,MAY,STATE,17,6,TOTAL,"5,970,000"
2022,MAY,STATE,19,6,TOTAL,"33,961,000"
2022,MAY,STATE,27,6,TOTAL,"68,978,000"
2022,MAY,STATE,34,6,TOTAL,"4,251,000"
2022,MAY,STATE,35,6,TOTAL,"84,173,000"
2022,MAY,STATE,36,6,TOTAL,"78,387,000"
2022,MAY,STATE,39,6,TOTAL,"22,493,000"
2022,MAY,STATE,,6,TOTAL,"220,933,000"
2022,MAY,STATE,42,6,TOTAL,"39,383,000"
2022,MAY,STATE,46,6,TOTAL,"44,823,000"
2022,MAY,STATE,50,6,TOTAL,"12,875,000"
2022,MAY,STATE,55,6,TOTAL,"298,174,000"
2022,NOV,STATE,6,6,TOTAL,"206,297,000"
2022,NOV,STATE,16,6,TOTAL,"74,507,000"
2022,NOV,STATE,17,6,TOTAL,"6,005,000"
2022,NOV,STATE,19,6,TOTAL,"34,025,000"
2022,NOV,STATE,27,6,TOTAL,"67,386,000"
2022,NOV,STATE,34,6,TOTAL,"5,426,000"
2022,NOV,STATE,35,6,TOTAL,"80,741,000"
2022,NOV,STATE,36,6,TOTAL,"69,806,000"
2022,NOV,STATE,39,6,TOTAL,"21,286,000"
2022,NOV,STATE,,6,TOTAL,"214,023,000"
2022,NOV,STATE,42,6,TOTAL,"35,348,000"
2022,NOV,STATE,46,6,TOTAL,"42,752,000"
2022,NOV,STATE,50,6,TOTAL,"12,568,000"
2022,NOV,STATE,55,6,TOTAL,"285,983,000"
2022,OCT,STATE,6,6,TOTAL,"205,948,000"
2022,OCT,STATE,16,6,TOTAL,"85,201,000"
2022,OCT,STATE,17,6,TOTAL,"5,705,000"
2022,OCT,STATE,19,6,TOTAL,"32,228,000"
2022,OCT,STATE,27,6,TOTAL,"69,255,000"
2022,OCT,STATE,34,6,TOTAL,"5,587,000"
2022,OCT,STATE,35,6,TOTAL,"83,484,000"
2022,OCT,STATE,36,6,TOTAL,"72,736,000"
2022,OCT,STATE,39,6,TOTAL,"19,579,000"
2022,OCT,STATE,,6,TOTAL,"217,941,000"
2022,OCT,STATE,42,6,TOTAL,"35,881,000"
2022,OCT,STATE,46,6,TOTAL,"44,267,000"
2022,OCT,STATE,50,6,TOTAL,"12,164,000"
2022,OCT,STATE,55,6,TOTAL,"294,562,000"
2022,SEP,STATE,6,6,TOTAL,"193,458,000"
2022,SEP,STATE,16,6,TOTAL,"86,570,000"
2022,SEP,STATE,17,6,TOTAL,"5,058,000"
2022,SEP,STATE,19,6,TOTAL,"31,579,000"
2022,SEP,STATE,27,6,TOTAL,"64,623,000"
2022,SEP,STATE,34,6,TOTAL,"5,325,000"
2022,SEP,STATE,35,6,TOTAL,"77,408,000"
2022,SEP,STATE,36,6,TOTAL,"70,353,000"
2022,SEP,STATE,39,6,TOTAL,"19,450,000"
2022,SEP,STATE,,6,TOTAL,"211,480,000"
2022,SEP,STATE,42,6,TOTAL,"36,486,000"
2022,SEP,STATE,46,6,TOTAL,"44,399,000"
2022,SEP,STATE,50,6,TOTAL,"11,640,000"
2022,SEP,STATE,55,6,TOTAL,"292,981,000"
2022,YEAR,STATE,6,6,TOTAL,"2,460,538,000"
2022,YEAR,STATE,16,6,TOTAL,"989,539,000"
2022,YEAR,STATE,17,6,TOTAL,"68,977,000"
2022,YEAR,STATE,19,6,TOTAL,"389,996,000"
2022,YEAR,STATE,27,6,TOTAL,"811,544,000"
2022,YEAR,STATE,34,6,TOTAL,"61,780,000"
2022,YEAR,STATE,35,6,TOTAL,"970,738,000"
2022,YEAR,STATE,36,6,TOTAL,"843,648,000"
2022,YEAR,STATE,39,6,TOTAL,"255,334,000"
2022,YEAR,STATE,,6,TOTAL,"2,558,953,000"
2022,YEAR,STATE,42,6,TOTAL,"450,602,000"
2022,YEAR,STATE,46,6,TOTAL,"533,229,000"
2022,YEAR,STATE,50,6,TOTAL,"147,814,000"
2022,YEAR,STATE,55,6,TOTAL,"3,520,083,000"
2021,APR,STATE,6,6,TOTAL,"207,342,000"
2021,APR,STATE,16,6,TOTAL,"86,941,000"
2021,APR,STATE,17,6,TOTAL,"5,109,000"
2021,APR,STATE,19,6,TOTAL,"30,163,000"
2021,APR,STATE,27,6,TOTAL,"62,902,000"
2021,APR,STATE,34,6,TOTAL,"4,248,000"
2021,APR,STATE,35,6,TOTAL,"79,545,000"
2021,APR,STATE,36,6,TOTAL,"68,334,000"
2021,APR,STATE,39,6,TOTAL,"20,789,000"
2021,APR,STATE,,6,TOTAL,"200,539,000"
2021,APR,STATE,42,6,TOTAL,"38,132,000"
2021,APR,STATE,46,6,TOTAL,"42,410,000"
2021,APR,STATE,50,6,TOTAL,"12,615,000"
2021,APR,STATE,55,6,TOTAL,"294,211,000"
2021,AUG,STATE,6,6,TOTAL,"201,665,000"
2021,AUG,STATE,16,6,TOTAL,"77,879,000"
2021,AUG,STATE,17,6,TOTAL,"5,429,000"
2021,AUG,STATE,19,6,TOTAL,"28,029,000"
2021,AUG,STATE,27,6,TOTAL,"64,458,000"
2021,AUG,STATE,34,6,TOTAL,"4,937,000"
2021,AUG,STATE,35,6,TOTAL,"79,231,000"
2021,AUG,STATE,36,6,TOTAL,"71,344,000"
2021,AUG,STATE,39,6,TOTAL,"20,372,000"
2021,AUG,STATE,,6,TOTAL,"207,666,000"
2021,AUG,STATE,42,6,TOTAL,"35,557,000"
2021,AUG,STATE,46,6,TOTAL,"44,766,000"
2021,AUG,STATE,50,6,TOTAL,"11,870,000"
2021,AUG,STATE,55,6,TOTAL,"294,128,000"
2021,DEC,STATE,6,6,TOTAL,"204,970,000"
2021,DEC,STATE,16,6,TOTAL,"88,252,000"
2021,DEC,STATE,17,6,TOTAL,"6,233,000"
2021,DEC,STATE,19,6,TOTAL,"31,828,000"
2021,DEC,STATE,27,6,TOTAL,"66,945,000"
2021,DEC,STATE,34,6,TOTAL,"5,754,000"
2021,DEC,STATE,35,6,TOTAL,"84,100,000"
2021,DEC,STATE,36,6,TOTAL,"72,146,000"
2021,DEC,STATE,39,6,TOTAL,"23,903,000"
2021,DEC,STATE,,6,TOTAL,"219,314,000"
2021,DEC,STATE,42,6,TOTAL,"37,060,000"
2021,DEC,STATE,46,6,TOTAL,"45,295,000"
2021,DEC,STATE,50,6,TOTAL,"12,243,000"
2021,DEC,STATE,55,6,TOTAL,"303,232,000"
2021,FEB,STATE,6,6,TOTAL,"193,805,000"
2021,FEB,STATE,16,6,TOTAL,"72,986,000"
2021,FEB,STATE,17,6,TOTAL,"4,941,000"
2021,FEB,STATE,19,6,TOTAL,"26,633,000"
2021,FEB,STATE,27,6,TOTAL,"59,162,000"
2021,FEB,STATE,34,6,TOTAL,"4,115,000"
2021,FEB,STATE,35,6,TOTAL,"72,293,000"
2021,FEB,STATE,36,6,TOTAL,"66,515,000"
2021,FEB,STATE,39,6,TOTAL,"18,857,000"
2021,FEB,STATE,,6,TOTAL,"173,738,000"
2021,FEB,STATE,42,6,TOTAL,"32,842,000"
2021,FEB,STATE,46,6,TOTAL,"40,650,000"
2021,FEB,STATE,50,6,TOTAL,"11,379,000"
2021,FEB,STATE,55,6,TOTAL,"268,321,000"
2021,JAN,STATE,6,6,TOTAL,"210,177,000"
2021,JAN,STATE,16,6,TOTAL,"87,810,000"
2021,JAN,STATE,17,6,TOTAL,"4,643,000"
2021,JAN,STATE,19,6,TOTAL,"30,311,000"
2021,JAN,STATE,27,6,TOTAL,"64,874,000"
2021,JAN,STATE,34,6,TOTAL,"5,291,000"
2021,JAN,STATE,35,6,TOTAL,"83,362,000"
2021,JAN,STATE,36,6,TOTAL,"67,969,000"
2021,JAN,STATE,39,6,TOTAL,"20,785,000"
2021,JAN,STATE,,6,TOTAL,"190,287,000"
2021,JAN,STATE,42,6,TOTAL,"36,533,000"
2021,JAN,STATE,46,6,TOTAL,"42,161,000"
2021,JAN,STATE,50,6,TOTAL,"12,848,000"
2021,JAN,STATE,55,6,TOTAL,"285,901,000"
2021,JUL,STATE,6,6,TOTAL,"202,860,000"
2021,JUL,STATE,16,6,TOTAL,"86,160,000"
2021,JUL,STATE,17,6,TOTAL,"5,546,000"
2021,JUL,STATE,19,6,TOTAL,"27,594,000"
2021,JUL,STATE,27,6,TOTAL,"65,302,000"
2021,JUL,STATE,34,6,TOTAL,"4,705,000"
2021,JUL,STATE,35,6,TOTAL,"80,099,000"
2021,JUL,STATE,36,6,TOTAL,"62,154,000"
2021,JUL,STATE,39,6,TOTAL,"20,627,000"
2021,JUL,STATE,,6,TOTAL,"208,924,000"
2021,JUL,STATE,42,6,TOTAL,"33,704,000"
2021,JUL,STATE,46,6,TOTAL,"42,833,000"
2021,JUL,STATE,50,6,TOTAL,"11,252,000"
2021,JUL,STATE,55,6,TOTAL,"293,713,000"
2021,JUN,STATE,6,6,TOTAL,"193,626,000"
2021,JUN,STATE,16,6,TOTAL,"86,238,000"
2021,JUN,STATE,17,6,TOTAL,"5,813,000"
2021,JUN,STATE,19,6,TOTAL,"27,448,000"
2021,JUN,STATE,27,6,TOTAL,"60,954,000"
2021,JUN,STATE,34,6,TOTAL,"5,072,000"
2021,JUN,STATE,35,6,TOTAL,"79,438,000"
2021,JUN,STATE,36,6,TOTAL,"70,966,000"
2021,JUN,STATE,39,6,TOTAL,"20,131,000"
2021,JUN,STATE,,6,TOTAL,"202,940,000"
2021,JUN,STATE,42,6,TOTAL,"30,266,000"
2021,JUN,STATE,46,6,TOTAL,"40,186,000"
2021,JUN,STATE,50,6,TOTAL,"11,651,000"
2021,JUN,STATE,55,6,TOTAL,"291,783,000"
2021,MAR,STATE,6,6,TOTAL,"210,779,000"
2021,MAR,STATE,16,6,TOTAL,"90,183,000"
2021,MAR,STATE,17,6,TOTAL,"6,200,000"
2021,MAR,STATE,19,6,TOTAL,"27,874,000"
2021,MAR,STATE,27,6,TOTAL,"65,896,000"
2021,MAR,STATE,34,6,TOTAL,"5,519,000"
2021,MAR,STATE,35,6,TOTAL,"82,826,000"
2021,MAR,STATE,36,6,TOTAL,"75,327,000"
2021,MAR,STATE,39,6,TOTAL,"20,908,000"
2021,MAR,STATE,,6,TOTAL,"196,677,000"
2021,MAR,STATE,42,6,TOTAL,"38,434,000"
2021,MAR,STATE,46,6,TOTAL,"42,726,000"
2021,MAR,STATE,50,6,TOTAL,"12,095,000"
2021,MAR,STATE,55,6,TOTAL,"305,628,000"
2021,MAY,STATE,6,6,TOTAL,"207,562,000"
2021,MAY,STATE,16,6,TOTAL,"79,985,000"
2021,MAY,STATE,17,6,TOTAL,"5,124,000"
2021,MAY,STATE,19,6,TOTAL,"29,843,000"
2021,MAY,STATE,27,6,TOTAL,"65,106,000"
2021,MAY,STATE,34,6,TOTAL,"4,305,000"
2021,MAY,STATE,35,6,TOTAL,"80,607,000"
2021,MAY,STATE,36,6,TOTAL,"72,364,000"
2021,MAY,STATE,39,6,TOTAL,"19,650,000"
2021,MAY,STATE,,6,TOTAL,"209,684,000"
2021,MAY,STATE,42,6,TOTAL,"37,935,000"
2021,MAY,STATE,46,6,TOTAL,"44,052,000"
2021,MAY,STATE,50,6,TOTAL,"11,862,000"
2021,MAY,STATE,55,6,TOTAL,"294,996,000"
2021,NOV,STATE,6,6,TOTAL,"203,793,000"
2021,NOV,STATE,16,6,TOTAL,"77,288,000"
2021,NOV,STATE,17,6,TOTAL,"5,282,000"
2021,NOV,STATE,19,6,TOTAL,"27,847,000"
2021,NOV,STATE,27,6,TOTAL,"64,340,000"
2021,NOV,STATE,34,6,TOTAL,"5,219,000"
2021,NOV,STATE,35,6,TOTAL,"78,819,000"
2021,NOV,STATE,36,6,TOTAL,"73,454,000"
2021,NOV,STATE,39,6,TOTAL,"22,082,000"
2021,NOV,STATE,,6,TOTAL,"210,830,000"
2021,NOV,STATE,42,6,TOTAL,"36,208,000"
2021,NOV,STATE,46,6,TOTAL,"44,422,000"
2021,NOV,STATE,50,6,TOTAL,"12,209,000"
2021,NOV,STATE,55,6,TOTAL,"288,270,000"
2021,OCT,STATE,6,6,TOTAL,"205,720,000"
2021,OCT,STATE,16,6,TOTAL,"87,611,000"
2021,OCT,STATE,17,6,TOTAL,"5,939,000"
2021,OCT,STATE,19,6,TOTAL,"28,708,000"
2021,OCT,STATE,27,6,TOTAL,"68,353,000"
2021,OCT,STATE,34,6,TOTAL,"5,967,000"
2021,OCT,STATE,35,6,TOTAL,"81,729,000"
2021,OCT,STATE,36,6,TOTAL,"73,212,000"
2021,OCT,STATE,39,6,TOTAL,"21,082,000"
2021,OCT,STATE,,6,TOTAL,"212,476,000"
2021,OCT,STATE,42,6,TOTAL,"36,286,000"
2021,OCT,STATE,46,6,TOTAL,"45,779,000"
2021,OCT,STATE,50,6,TOTAL,"12,011,000"
2021,OCT,STATE,55,6,TOTAL,"285,867,000"
2021,SEP,STATE,6,6,TOTAL,"196,098,000"
2021,SEP,STATE,16,6,TOTAL,"83,340,000"
2021,SEP,STATE,17,6,TOTAL,"4,952,000"
2021,SEP,STATE,19,6,TOTAL,"27,425,000"
2021,SEP,STATE,27,6,TOTAL,"63,814,000"
2021,SEP,STATE,34,6,TOTAL,"5,752,000"
2021,SEP,STATE,35,6,TOTAL,"75,780,000"
2021,SEP,STATE,36,6,TOTAL,"72,376,000"
2021,SEP,STATE,39,6,TOTAL,"20,155,000"
2021,SEP,STATE,,6,TOTAL,"206,547,000"
2021,SEP,STATE,42,6,TOTAL,"35,033,000"
2021,SEP,STATE,46,6,TOTAL,"43,621,000"
2021,SEP,STATE,50,6,TOTAL,"11,385,000"
2021,SEP,STATE,55,6,TOTAL,"286,739,000"
2021,YEAR,STATE,6,6,TOTAL,"2,438,397,000"
2021,YEAR,STATE,16,6,TOTAL,"1,004,673,000"
2021,YEAR,STATE,17,6,TOTAL,"65,211,000"
2021,YEAR,STATE,19,6,TOTAL,"343,703,000"
2021,YEAR,STATE,27,6,TOTAL,"772,106,000"
2021,YEAR,STATE,34,6,TOTAL,"60,884,000"
2021,YEAR,STATE,35,6,TOTAL,"957,829,000"
2021,YEAR,STATE,36,6,TOTAL,"846,161,000"
2021,YEAR,STATE,39,6,TOTAL,"249,341,000"
2021,YEAR,STATE,,6,TOTAL,"2,439,622,000"
2021,YEAR,STATE,42,6,TOTAL,"427,990,000"
2021,YEAR,STATE,46,6,TOTAL,"518,901,000"
2021,YEAR,STATE,50,6,TOTAL,"143,420,000"
2021,YEAR,STATE,55,6,TOTAL,"3,492,789,000"
2020,APR,STATE,6,6,TOTAL,"197,806,000"
2020,APR,STATE,16,6,TOTAL,"85,524,000"
2020,APR,STATE,17,6,TOTAL,"4,940,000"
2020,APR,STATE,19,6,TOTAL,"28,613,000"
2020,APR,STATE,27,6,TOTAL,"61,951,000"
2020,APR,STATE,34,6,TOTAL,"3,913,000"
2020,APR,STATE,35,6,TOTAL,"77,067,000"
2020,APR,STATE,36,6,TOTAL,"65,064,000"
2020,APR,STATE,39,6,TOTAL,"18,498,000"
2020,APR,STATE,,6,TOTAL,"195,179,000"
2020,APR,STATE,42,6,TOTAL,"35,625,000"
2020,APR,STATE,50,6,TOTAL,"10,891,000"
2020,APR,STATE,55,6,TOTAL,"265,203,000"
2020,AUG,STATE,6,6,TOTAL,"191,418,000"
2020,AUG,STATE,16,6,TOTAL,"81,415,000"
2020,AUG,STATE,17,6,TOTAL,"5,102,000"
2020,AUG,STATE,19,6,TOTAL,"30,750,000"
2020,AUG,STATE,27,6,TOTAL,"61,680,000"
2020,AUG,STATE,34,6,TOTAL,"4,819,000"
2020,AUG,STATE,35,6,TOTAL,"78,951,000"
2020,AUG,STATE,36,6,TOTAL,"71,287,000"
2020,AUG,STATE,39,6,TOTAL,"21,272,000"
2020,AUG,STATE,,6,TOTAL,"214,050,000"
2020,AUG,STATE,42,6,TOTAL,"37,506,000"
2020,AUG,STATE,50,6,TOTAL,"12,419,000"
2020,AUG,STATE,55,6,TOTAL,"279,312,000"
2020,DEC,STATE,6,6,TOTAL,"207,633,000"
2020,DEC,STATE,16,6,TOTAL,"85,505,000"
2020,DEC,STATE,17,6,TOTAL,"5,168,000"
2020,DEC,STATE,19,6,TOTAL,"29,960,000"
2020,DEC,STATE,27,6,TOTAL,"65,962,000"
2020,DEC,STATE,34,6,TOTAL,"5,584,000"
2020,DEC,STATE,35,6,TOTAL,"81,859,000"
2020,DEC,STATE,36,6,TOTAL,"69,855,000"
2020,DEC,STATE,39,6,TOTAL,"21,815,000"
2020,DEC,STATE,,6,TOTAL,"231,733,000"
2020,DEC,STATE,42,6,TOTAL,"38,417,000"
2020,DEC,STATE,50,6,TOTAL,"12,922,000"
2020,DEC,STATE,55,6,TOTAL,"298,303,000"
2020,FEB,STATE,6,6,TOTAL,"198,977,000"
2020,FEB,STATE,16,6,TOTAL,"73,497,000"
2020,FEB,STATE,17,6,TOTAL,"5,629,000"
2020,FEB,STATE,19,6,TOTAL,"28,354,000"
2020,FEB,STATE,27,6,TOTAL,"59,114,000"
2020,FEB,STATE,34,6,TOTAL,"4,244,000"
2020,FEB,STATE,35,6,TOTAL,"76,715,000"
2020,FEB,STATE,36,6,TOTAL,"65,574,000"
2020,FEB,STATE,39,6,TOTAL,"19,648,000"
2020,FEB,STATE,,6,TOTAL,"192,551,000"
2020,FEB,STATE,42,6,TOTAL,"30,980,000"
2020,FEB,STATE,50,6,TOTAL,"11,330,000"
2020,FEB,STATE,55,6,TOTAL,"265,435,000"
2020,JAN,STATE,6,6,TOTAL,"213,166,000"
2020,JAN,STATE,16,6,TOTAL,"85,369,000"
2020,JAN,STATE,17,6,TOTAL,"5,770,000"
2020,JAN,STATE,19,6,TOTAL,"29,037,000"
2020,JAN,STATE,27,6,TOTAL,"61,573,000"
2020,JAN,STATE,34,6,TOTAL,"4,991,000"
2020,JAN,STATE,35,6,TOTAL,"84,577,000"
2020,JAN,STATE,36,6,TOTAL,"73,115,000"
2020,JAN,STATE,39,6,TOTAL,"22,153,000"
2020,JAN,STATE,,6,TOTAL,"205,438,000"
